epoch,train_loss,val_loss,train_nll,train_kl,val_nll,val_kl
1,0.8179962933063507,0.8189212083816528,0.8179962933063507,0.0,0.8189212083816528,0.0
2,0.8178886473178864,0.8191210627555847,0.8178886473178864,0.0,0.8191210627555847,0.0
